"t","ROI_1","ROI_2","ROI_3","ROI_4","ROI_5","ROI_6","ROI_7","ROI_8","ROI_9","ROI_10","ROI_11","ROI_12","ROI_13","ROI_14","ROI_15","ROI_16","ROI_17","ROI_18","ROI_19","ROI_20","IRLED","ODOR_B_LEFT","ODOR_A_RIGHT","ODOR_A_LEFT","ODOR_B_RIGHT","MAIN_VALVE","VACUUM","TREATMENT_A_LEFT","TREATMENT_A_RIGHT","TREATMENT_B_LEFT","TREATMENT_B_RIGHT"
120.444444444444,-31,-59,0,-63,-54,26,60,0,-43,-59,59,0,3,2,-29,-23,62,9,-63,0,1,0,0,0,0,1,1,0,0,0,0
120.555555555556,-37,-54,0,-62,-58,27,59,0,-45,-60,56,0,4,0,-30,-25,61,12,-63,0,1,0,0,0,0,1,1,0,0,0,0
120.666666666667,-43,-55,0,-62,-51,29,60,0,-42,-59,53,0,4,-1,-33,-31,60,11,-63,0,1,0,0,0,0,1,1,0,0,0,0
120.777777777778,-38,-57,0,-62,-57,31,59,0,-47,-57,53,0,3,-5,-35,-31,59,10,-62,0,1,0,0,0,0,1,1,0,0,0,0
120.888888888889,-35,-54,0,-61,-56,27,57,0,-43,-57,56,0,0,-8,-35,-30,59,8,-62,0,1,0,0,0,0,1,1,0,0,0,0
121,-30,-53,0,-61,-61,27,59,0,-50,-58,55,0,-3,-10,-36,-31,54,3,-62,0,1,0,0,0,0,1,1,0,0,0,0
121.111111111111,-30,-56,0,-61,-60,26,58,0,-49,-58,55,0,-4,-8,-33,-27,52,1,-61,0,1,0,0,0,0,1,1,0,0,0,0
121.222222222222,-32,-57,0,-60,-59,25,63,0,-47,-54,58,0,-3,-9,-36,-23,54,0,-60,0,1,0,0,0,0,1,1,0,0,0,0
121.333333333333,-35,-58,0,-59,-64,25,62,0,-47,-49,54,0,-4,-10,-30,-26,54,0,-60,0,1,0,0,0,0,1,1,0,0,0,0
121.444444444444,-40,-53,0,-59,-63,23,61,0,-48,-53,54,0,-3,-8,-34,-23,55,3,-60,0,1,0,0,0,0,1,1,0,0,0,0
121.555555555556,-42,-51,0,-64,-63,20,60,0,-50,-56,51,0,-3,-12,-34,-20,57,5,-59,0,1,0,0,0,0,1,1,0,0,0,0
121.666666666667,-41,-49,0,-63,-62,23,59,0,-51,-51,49,0,0,-14,-32,-20,58,1,-60,0,1,0,0,0,0,1,1,0,0,0,0
121.777777777778,-45,-47,0,-63,-61,20,57,0,-55,-46,46,0,2,-16,-34,-19,58,2,-59,0,1,0,0,0,0,1,1,0,0,0,0
121.888888888889,-47,-50,0,-62,-60,22,57,0,-53,-47,47,0,3,-18,-31,-15,56,4,-53,0,1,0,0,0,0,1,1,0,0,0,0
122,-48,-51,0,-62,-59,17,57,0,-50,-49,46,0,4,-17,-31,-19,56,3,-52,0,1,0,0,0,0,1,1,0,0,0,0
122.111111111111,-49,-42,0,-62,-61,21,51,0,-49,-47,44,0,4,-17,-30,-22,60,0,-53,0,1,0,0,0,0,1,1,0,0,0,0
122.222222222222,-50,-44,0,-62,-61,22,50,0,-46,-48,46,0,3,-16,-33,-21,59,-2,-52,0,1,0,0,0,0,1,1,0,0,0,0
122.333333333333,-49,-44,0,-61,-61,19,44,0,-46,-43,47,0,8,-17,-31,-20,56,2,-53,0,1,0,0,0,0,1,1,0,0,0,0
122.444444444444,-49,-40,0,-60,-61,16,45,0,-46,-40,47,0,10,-12,-32,-18,57,1,-52,0,1,0,0,0,0,1,1,0,0,0,0
122.555555555556,-48,-42,0,-60,-61,11,47,0,-45,-38,51,0,10,-14,-32,-19,61,-6,-51,0,1,0,0,0,0,1,1,0,0,0,0
122.666666666667,-44,-46,0,-59,-60,7,50,0,-41,-39,51,0,10,-13,-31,-14,61,-7,-53,0,1,0,0,0,0,1,1,0,0,0,0
122.777777777778,-41,-43,0,-63,-59,2,51,0,-39,-35,47,0,8,-12,-27,-20,60,-10,-56,0,1,0,0,0,0,1,1,0,0,0,0
122.888888888889,-44,-49,0,-62,-57,-4,47,0,-40,-37,51,0,9,-12,-23,-24,59,-8,-56,0,1,0,0,0,0,1,1,0,0,0,0
123,-44,-42,0,-61,-61,-10,48,0,-48,-37,55,0,6,-12,-29,-23,62,-7,-52,0,1,0,0,0,0,1,1,0,0,0,0
123.111111111111,-50,-50,0,-60,-61,-6,44,0,-42,-38,54,0,9,-13,-32,-23,61,-9,-54,0,1,0,0,0,0,1,1,0,0,0,0
123.222222222222,-48,-51,0,-60,-60,-6,46,0,-43,-35,53,0,3,-12,-35,-25,60,-13,-54,0,1,0,0,0,0,1,1,0,0,0,0
123.333333333333,-45,-51,0,-60,-59,-8,49,0,-43,-33,58,0,-2,-13,-34,-21,60,-14,-51,0,1,0,0,0,0,1,1,0,0,0,0
123.444444444444,-46,-56,0,-59,-59,-10,50,0,-44,-31,60,0,3,-18,-28,-19,60,-11,-46,0,1,0,0,0,0,1,1,0,0,0,0
123.555555555556,-46,-51,0,-61,-59,-9,47,0,-44,-37,60,0,-2,-19,-27,-19,59,-11,-46,0,1,0,0,0,0,1,1,0,0,0,0
123.666666666667,-42,-53,0,-60,-63,-11,50,0,-48,-36,59,0,-2,-20,-27,-21,58,-10,-42,0,1,0,0,0,0,1,1,0,0,0,0
123.777777777778,-41,-49,0,-59,-63,-7,52,0,-50,-37,59,0,0,-16,-27,-22,62,-8,-43,0,1,0,0,0,0,1,1,0,0,0,0
123.888888888889,-42,-50,0,-58,-62,-6,52,0,-49,-39,61,0,-3,-17,-25,-21,61,-8,-45,0,1,0,0,0,0,1,1,0,0,0,0
124,-41,-47,0,-57,-61,-10,49,0,-48,-40,60,0,-4,-16,-29,-20,60,-6,-46,0,1,0,0,0,0,1,1,0,0,0,0
124.111111111111,-42,-50,0,-59,-60,-10,46,0,-51,-41,59,0,-4,-20,-28,-20,59,-6,-53,0,1,0,0,0,0,1,1,0,0,0,0
124.222222222222,-42,-49,0,-56,-59,-11,51,0,-53,-45,58,0,-2,-22,-26,-24,58,-9,-57,0,1,0,0,0,0,1,1,0,0,0,0
124.333333333333,-46,-56,0,-56,-61,-12,47,0,-56,-43,60,0,-6,-22,-26,-20,62,-11,-54,0,1,0,0,0,0,1,1,0,0,0,0
124.444444444444,-41,-59,0,-62,-60,-14,51,0,-61,-46,59,0,-7,-20,-24,-20,61,-8,-58,0,1,0,0,0,0,1,1,0,0,0,0
124.555555555556,-40,-60,0,-62,-59,-11,57,0,-61,-44,61,0,-7,-18,-26,-26,60,-5,-58,0,1,0,0,0,0,1,1,0,0,0,0
124.666666666667,-40,-59,0,-61,-57,-11,59,0,-60,-48,61,0,-13,-19,-28,-25,60,-7,-54,0,1,0,0,0,0,1,1,0,0,0,0
124.777777777778,-38,-59,0,-61,-59,-13,62,0,-59,-43,60,0,-12,-18,-31,-27,59,-7,-59,0,1,0,0,0,0,1,1,0,0,0,0
124.888888888889,-40,-53,0,-60,-57,-13,61,0,-58,-45,59,0,-12,-17,-32,-27,62,-9,-55,0,1,0,0,0,0,1,1,0,0,0,0
125,-41,-50,0,-59,-61,-12,60,0,-58,-44,62,0,-15,-14,-31,-28,61,-8,-52,0,1,0,0,0,0,1,1,0,0,0,0
125.111111111111,-44,-51,0,-59,-61,-9,60,0,-55,-43,61,0,-15,-13,-30,-31,60,-7,-53,0,1,0,0,0,0,1,1,0,0,0,0
125.222222222222,-43,-50,0,-57,-60,-3,60,0,-56,-45,60,0,-12,-14,-29,-31,59,-5,-52,0,1,0,0,0,0,1,1,0,0,0,0
125.333333333333,-43,-42,0,-52,-59,-6,59,0,-58,-50,59,0,-7,-11,-25,-32,57,-5,-49,0,1,0,0,0,0,1,1,0,0,0,0
125.444444444444,-46,-39,0,-52,-58,-9,60,0,-60,-52,57,0,-5,-11,-27,-28,54,-8,-46,0,1,0,0,0,0,1,1,0,0,0,0
125.555555555556,-47,-34,0,-51,-59,-12,59,0,-60,-51,56,0,-6,-6,-27,-32,53,-10,-50,0,1,0,0,0,0,1,1,0,0,0,0
125.666666666667,-49,-30,0,-49,-63,-16,57,0,-60,-51,57,0,-11,-8,-30,-31,54,-7,-53,0,1,0,0,0,0,1,1,0,0,0,0
125.777777777778,-44,-29,0,-51,-62,-18,56,0,-59,-53,61,0,-10,-9,-28,-33,57,-7,-55,0,1,0,0,0,0,1,1,0,0,0,0
125.888888888889,-44,-24,0,-54,-61,-20,51,0,-62,-56,60,0,-12,-10,-26,-35,59,-1,-55,0,1,0,0,0,0,1,1,0,0,0,0
126,-49,-25,0,-56,-61,-21,48,0,-61,-60,59,0,-10,-9,-28,-34,58,-1,-49,0,1,0,0,0,0,1,1,0,0,0,0
126.111111111111,-52,-26,0,-60,-61,-21,46,0,-60,-59,64,0,-13,-6,-31,-35,59,2,-52,0,1,0,0,0,0,1,1,0,0,0,0
126.222222222222,-50,-29,0,-59,-61,-17,52,0,-59,-57,63,0,-15,-6,-29,-30,57,3,-51,0,1,0,0,0,0,1,1,0,0,0,0
126.333333333333,-47,-25,0,-59,-60,-16,58,0,-59,-55,63,0,-17,-10,-33,-24,57,6,-53,0,1,0,0,0,0,1,1,0,0,0,0
126.444444444444,-47,-24,0,-65,-59,-15,57,0,-60,-54,62,0,-20,-3,-36,-22,52,3,-56,0,1,0,0,0,0,1,1,0,0,0,0
126.555555555556,-46,-27,0,-64,-55,-9,56,0,-59,-59,61,0,-22,1,-40,-21,47,4,-58,0,1,0,0,0,0,1,1,0,0,0,0
126.666666666667,-48,-27,0,-63,-57,-13,50,0,-64,-66,60,0,-21,4,-41,-17,48,7,-56,0,1,0,0,0,0,1,1,0,0,0,0
126.777777777778,-51,-23,0,-62,-55,-16,44,0,-63,-66,60,0,-26,0,-42,-15,50,11,-57,0,1,0,0,0,0,1,1,0,0,0,0
126.888888888889,-45,-15,0,-61,-57,-18,46,0,-62,-65,60,0,-27,0,-35,-11,49,10,-55,0,1,0,0,0,0,1,1,0,0,0,0
127,-46,-13,0,-60,-53,-14,46,0,-61,-64,59,0,-27,2,-36,-11,45,8,-60,0,1,0,0,0,0,1,1,0,0,0,0
127.111111111111,-46,-11,0,-60,-47,-18,46,0,-60,-63,58,0,-23,6,-38,-9,43,7,-59,0,1,0,0,0,0,1,1,0,0,0,0
127.222222222222,-48,-10,0,-60,-46,-19,44,0,-59,-63,57,0,-28,3,-34,-4,46,10,-62,0,1,0,0,0,0,1,1,0,0,0,0
127.333333333333,-45,-12,0,-60,-44,-22,44,0,-65,-63,63,0,-26,4,-35,-4,49,7,-61,0,1,0,0,0,0,1,1,0,0,0,0
127.444444444444,-39,-17,0,-60,-47,-27,43,0,-64,-62,62,0,-24,2,-37,-6,48,3,-60,0,1,0,0,0,0,1,1,0,0,0,0
127.555555555556,-39,-16,0,-60,-43,-26,43,0,-63,-62,62,0,-28,6,-34,-6,47,3,-60,0,1,0,0,0,0,1,1,0,0,0,0
127.666666666667,-41,-23,0,-60,-44,-24,41,0,-62,-61,62,0,-28,2,-30,-9,45,8,-60,0,1,0,0,0,0,1,1,0,0,0,0
127.777777777778,-40,-21,0,-59,-46,-24,41,0,-62,-61,61,0,-29,2,-25,-9,41,8,-60,0,1,0,0,0,0,1,1,0,0,0,0
127.888888888889,-38,-18,0,-58,-43,-28,43,0,-61,-61,61,0,-26,0,-29,-7,45,1,-60,0,1,0,0,0,0,1,1,0,0,0,0
128,-33,-15,0,-60,-41,-30,43,0,-60,-60,60,0,-24,-8,-25,-9,44,-1,-60,0,1,0,0,0,0,1,1,0,0,0,0
128.111111111111,-32,-21,0,-60,-48,-32,41,0,-59,-59,59,0,-25,-7,-23,-12,51,0,-60,0,1,0,0,0,0,1,1,0,0,0,0
128.222222222222,-28,-17,0,-59,-48,-35,41,0,-61,-62,60,0,-27,-5,-23,-12,48,5,-60,0,1,0,0,0,0,1,1,0,0,0,0
128.333333333333,-23,-13,0,-61,-45,-38,35,0,-60,-61,60,0,-26,-7,-27,-12,45,10,-59,0,1,0,0,0,0,1,1,0,0,0,0
128.444444444444,-27,-12,0,-60,-48,-38,35,0,-59,-60,61,0,-23,-2,-21,-11,43,12,-57,0,1,0,0,0,0,1,1,0,0,0,0
128.555555555556,-27,-10,0,-59,-49,-36,34,0,-60,-60,60,0,-16,-8,-22,-9,47,13,-53,0,1,0,0,0,0,1,1,0,0,0,0
128.666666666667,-24,-9,0,-57,-46,-38,37,0,-60,-59,59,0,-15,-6,-22,-9,48,10,-50,0,1,0,0,0,0,1,1,0,0,0,0
128.777777777778,-20,-8,0,-56,-47,-42,42,0,-59,-58,60,0,-16,-3,-27,-9,53,10,-51,0,1,0,0,0,0,1,1,0,0,0,0
128.888888888889,-16,-14,0,-55,-48,-47,42,0,-61,-59,59,0,-19,1,-24,-11,54,14,-55,0,1,0,0,0,0,1,1,0,0,0,0
129,-15,-13,0,-51,-45,-45,35,0,-60,-64,57,0,-17,2,-25,-15,54,12,-54,0,1,0,0,0,0,1,1,0,0,0,0
129.111111111111,-13,-7,0,-55,-47,-47,36,0,-59,-64,55,0,-19,-3,-26,-17,58,7,-52,0,1,0,0,0,0,1,1,0,0,0,0
129.222222222222,-18,-14,0,-55,-47,-48,37,0,-63,-63,52,0,-21,0,-29,-18,57,8,-53,0,1,0,0,0,0,1,1,0,0,0,0
129.333333333333,-17,-16,0,-57,-48,-53,38,0,-62,-62,56,0,-22,3,-34,-19,55,9,-53,0,1,0,0,0,0,1,1,0,0,0,0
129.444444444444,-14,-16,0,-57,-50,-48,35,0,-61,-61,59,0,-17,3,-31,-18,56,10,-48,0,1,0,0,0,0,1,1,0,0,0,0
129.555555555556,-13,-13,0,-55,-54,-47,35,0,-60,-61,59,0,-19,7,-29,-15,49,6,-53,0,1,0,0,0,0,1,1,0,0,0,0
129.666666666667,-17,-13,0,-60,-56,-48,36,0,-59,-60,56,0,-29,1,-25,-20,52,1,-56,0,1,0,0,0,0,1,1,0,0,0,0
129.777777777778,-20,-13,0,-60,-52,-47,31,0,-56,-59,57,0,-31,-1,-28,-24,50,6,-57,0,1,0,0,0,0,1,1,0,0,0,0
129.888888888889,-23,-14,0,-59,-50,-46,26,0,-57,-60,56,0,-33,-3,-28,-23,51,5,-60,0,1,0,0,0,0,1,1,0,0,0,0
130,-24,-14,0,-64,-47,-47,20,0,-50,-59,57,0,-33,-1,-29,-24,52,6,-60,0,1,0,0,0,0,1,1,0,0,0,0
130.111111111111,-26,-18,0,-63,-47,-49,25,0,-48,-56,55,0,-35,-2,-28,-24,55,7,-59,0,1,0,0,0,0,1,1,0,0,0,0
130.222222222222,-32,-19,0,-63,-47,-48,22,0,-48,-62,50,0,-31,-4,-31,-19,52,6,-55,0,1,0,0,0,0,1,1,0,0,0,0
130.333333333333,-31,-18,0,-63,-45,-49,17,0,-52,-62,49,0,-29,-6,-30,-17,52,9,-53,0,1,0,0,0,0,1,1,0,0,0,0
130.444444444444,-29,-16,0,-62,-48,-49,14,0,-51,-62,46,0,-29,-3,-28,-16,52,14,-55,0,1,0,0,0,0,1,1,0,0,0,0
130.555555555556,-26,-21,0,-61,-50,-48,17,0,-47,-61,45,0,-29,-1,-29,-18,55,15,-51,0,1,0,0,0,0,1,1,0,0,0,0
130.666666666667,-25,-21,0,-60,-53,-47,23,0,-48,-60,44,0,-27,-2,-29,-13,54,19,-50,0,1,0,0,0,0,1,1,0,0,0,0
130.777777777778,-28,-22,0,-59,-53,-48,22,0,-45,-60,45,0,-30,-2,-36,-14,53,21,-51,0,1,0,0,0,0,1,1,0,0,0,0
130.888888888889,-24,-23,0,-62,-58,-42,17,0,-46,-59,45,0,-31,-5,-39,-10,53,23,-52,0,1,0,0,0,0,1,1,0,0,0,0
131,-26,-23,0,-61,-63,-41,20,0,-42,-60,44,0,-31,-9,-39,-11,50,24,-53,0,1,0,0,0,0,1,1,0,0,0,0
131.111111111111,-26,-23,0,-60,-63,-44,19,0,-39,-59,39,0,-25,-9,-39,-9,48,22,-50,0,1,0,0,0,0,1,1,0,0,0,0
131.222222222222,-30,-22,0,-60,-62,-43,23,0,-38,-58,35,0,-27,-11,-38,-10,52,26,-52,0,1,0,0,0,0,1,1,0,0,0,0
131.333333333333,-33,-16,0,-59,-62,-42,25,0,-35,-57,31,0,-28,-6,-36,-14,55,26,-55,0,1,0,0,0,0,1,1,0,0,0,0
131.444444444444,-30,-16,0,-54,-61,-43,27,0,-37,-57,34,0,-24,-11,-43,-12,57,28,-47,0,1,0,0,0,0,1,1,0,0,0,0
131.555555555556,-34,-11,0,-56,-60,-44,25,0,-34,-60,32,0,-20,-11,-44,-14,57,29,-43,0,1,0,0,0,0,1,1,0,0,0,0
131.666666666667,-37,-10,0,-52,-59,-43,24,0,-34,-60,27,0,-23,-8,-41,-15,60,27,-47,0,1,0,0,0,0,1,1,0,0,0,0
131.777777777778,-42,-5,0,-50,-61,-49,23,0,-34,-59,23,0,-24,-9,-40,-10,59,26,-52,0,1,0,0,0,0,1,1,0,0,0,0
131.888888888889,-44,-4,0,-54,-60,-52,23,0,-33,-53,23,0,-20,-11,-40,-14,65,25,-52,0,1,0,0,0,0,1,1,0,0,0,0
132,-48,0,0,-58,-60,-49,24,0,-37,-51,24,0,-23,-9,-41,-15,64,22,-50,0,1,0,0,0,0,1,1,0,0,0,0
132.111111111111,-46,-2,0,-57,-59,-54,28,0,-36,-53,28,0,-23,-7,-34,-11,63,22,-49,0,1,0,0,0,0,1,1,0,0,0,0
132.222222222222,-46,1,0,-54,-56,-55,34,0,-38,-55,30,0,-23,-5,-31,-13,63,21,-43,0,1,0,0,0,0,1,1,0,0,0,0
132.333333333333,-47,-4,0,-57,-49,-50,41,0,-42,-57,35,0,-23,-5,-32,-8,63,21,-50,0,1,0,0,0,0,1,1,0,0,0,0
132.444444444444,-42,-12,0,-60,-53,-48,42,0,-45,-53,34,0,-25,-10,-30,-12,62,23,-51,0,1,0,0,0,0,1,1,0,0,0,0
132.555555555556,-42,-14,0,-59,-49,-50,45,0,-38,-55,36,0,-26,-15,-31,-8,62,23,-56,0,1,0,0,0,0,1,1,0,0,0,0
132.666666666667,-46,-15,0,-62,-45,-48,43,0,-38,-55,40,0,-28,-12,-29,-5,61,32,-61,0,1,0,0,0,0,1,1,0,0,0,0
132.777777777778,-46,-13,0,-61,-40,-55,47,0,-36,-55,43,0,-26,-14,-24,-11,60,30,-60,0,1,0,0,0,0,1,1,0,0,0,0
132.888888888889,-50,-16,0,-61,-37,-55,47,0,-36,-56,46,0,-24,-11,-24,-10,59,32,-59,0,1,0,0,0,0,1,1,0,0,0,0
133,-48,-12,0,-61,-43,-53,55,0,-35,-58,45,0,-29,-13,-25,-7,56,34,-64,0,1,0,0,0,0,1,1,0,0,0,0
133.111111111111,-45,-11,0,-61,-40,-52,60,0,-32,-56,48,0,-20,-13,-24,-3,52,36,-63,0,1,0,0,0,0,1,1,0,0,0,0
133.222222222222,-42,-9,0,-61,-47,-52,60,0,-31,-55,51,0,-19,-13,-22,-1,50,37,-62,0,1,0,0,0,0,1,1,0,0,0,0
133.333333333333,-47,-13,0,-61,-44,-53,59,0,-33,-58,55,0,-14,-11,-25,0,52,37,-61,0,1,0,0,0,0,1,1,0,0,0,0
133.444444444444,-51,-12,0,-60,-43,-51,56,0,-30,-62,60,0,-7,-14,-23,-2,50,34,-60,0,1,0,0,0,0,1,1,0,0,0,0
133.555555555556,-52,-12,0,-59,-43,-47,50,0,-29,-62,59,0,-1,-11,-26,1,53,31,-60,0,1,0,0,0,0,1,1,0,0,0,0
133.666666666667,-55,-11,0,-58,-42,-50,54,0,-30,-61,59,0,0,-12,-27,3,58,29,-59,0,1,0,0,0,0,1,1,0,0,0,0
133.777777777778,-53,-12,0,-58,-43,-57,56,0,-31,-61,61,0,0,-13,-28,1,54,27,-62,0,1,0,0,0,0,1,1,0,0,0,0
133.888888888889,-48,-13,0,-55,-43,-56,55,0,-31,-60,60,0,-1,-10,-25,0,56,26,-62,0,1,0,0,0,0,1,1,0,0,0,0
134,-51,-9,0,-56,-45,-54,50,0,-33,-60,60,0,2,-9,-27,-2,55,23,-61,0,1,0,0,0,0,1,1,0,0,0,0
134.111111111111,-54,-10,0,-53,-43,-50,46,0,-36,-59,59,0,2,-13,-33,3,55,21,-60,0,1,0,0,0,0,1,1,0,0,0,0
134.222222222222,-54,-9,0,-50,-40,-49,44,0,-44,-59,57,0,1,-8,-26,8,59,23,-60,0,1,0,0,0,0,1,1,0,0,0,0
134.333333333333,-48,-7,0,-53,-39,-49,43,0,-43,-60,65,0,4,-11,-32,10,59,24,-59,0,1,0,0,0,0,1,1,0,0,0,0
134.444444444444,-50,-2,0,-53,-38,-42,40,0,-44,-60,64,0,3,-9,-34,5,61,21,-57,0,1,0,0,0,0,1,1,0,0,0,0
134.555555555556,-52,0,0,-55,-44,-35,43,0,-47,-59,64,0,6,-10,-34,5,60,19,-58,0,1,0,0,0,0,1,1,0,0,0,0
134.666666666667,-63,3,0,-55,-45,-34,39,0,-51,-65,64,0,1,-15,-28,5,59,21,-53,0,1,0,0,0,0,1,1,0,0,0,0
134.777777777778,-62,3,0,-61,-45,-36,38,0,-49,-65,63,0,-5,-11,-26,6,58,20,-50,0,1,0,0,0,0,1,1,0,0,0,0
134.888888888889,-61,3,0,-60,-46,-36,35,0,-46,-64,63,0,-10,-12,-23,14,58,18,-47,0,1,0,0,0,0,1,1,0,0,0,0
135,-60,6,0,-59,-50,-35,38,0,-46,-63,62,0,-14,-19,-23,14,55,16,-44,0,1,0,0,0,0,1,1,0,0,0,0
135.111111111111,-60,5,0,-58,-51,-37,36,0,-46,-62,61,0,-18,-18,-27,8,60,16,-44,0,1,0,0,0,0,1,1,0,0,0,0
135.222222222222,-59,6,0,-62,-54,-38,39,0,-46,-61,60,0,-19,-18,-29,5,60,21,-47,0,1,0,0,0,0,1,1,0,0,0,0
135.333333333333,-60,3,0,-61,-46,-38,38,0,-41,-60,59,0,-19,-18,-26,3,59,30,-48,0,1,0,0,0,0,1,1,0,0,0,0
135.444444444444,-59,3,0,-60,-52,-39,39,0,-40,-60,56,0,-13,-19,-27,2,57,30,-48,0,1,0,0,0,0,1,1,0,0,0,0
135.555555555556,-57,2,0,-60,-52,-38,39,0,-38,-60,54,0,-9,-16,-24,1,59,30,-48,0,1,0,0,0,0,1,1,0,0,0,0
135.666666666667,-58,5,0,-59,-47,-39,39,0,-38,-59,55,0,-7,-15,-18,1,57,28,-49,0,1,0,0,0,0,1,1,0,0,0,0
135.777777777778,-60,6,0,-61,-46,-35,36,0,-40,-60,56,0,-8,-15,-19,-3,63,29,-53,0,1,0,0,0,0,1,1,0,0,0,0
135.888888888889,-59,2,0,-61,-45,-35,40,0,-39,-59,52,0,-15,-20,-18,-2,62,27,-49,0,1,0,0,0,0,1,1,0,0,0,0
136,-60,-3,0,-60,-41,-38,37,0,-40,-63,49,0,-16,-20,-13,-13,62,30,-53,0,1,0,0,0,0,1,1,0,0,0,0
136.111111111111,-59,-3,0,-60,-49,-38,36,0,-42,-62,48,0,-20,-21,-12,-18,61,29,-55,0,1,0,0,0,0,1,1,0,0,0,0
136.222222222222,-62,-3,0,-60,-46,-37,37,0,-40,-61,49,0,-17,-23,-17,-20,60,28,-59,0,1,0,0,0,0,1,1,0,0,0,0
136.333333333333,-61,-3,0,-60,-47,-38,39,0,-41,-60,51,0,-22,-24,-18,-19,59,22,-58,0,1,0,0,0,0,1,1,0,0,0,0
136.444444444444,-60,-6,0,-59,-47,-38,34,0,-42,-60,53,0,-22,-23,-24,-17,56,21,-56,0,1,0,0,0,0,1,1,0,0,0,0
136.555555555556,-59,-6,0,-57,-46,-39,33,0,-36,-59,56,0,-16,-23,-23,-18,56,25,-57,0,1,0,0,0,0,1,1,0,0,0,0
136.666666666667,-63,-2,0,-59,-46,-40,36,0,-37,-63,53,0,-14,-28,-24,-18,57,26,-65,0,1,0,0,0,0,1,1,0,0,0,0
136.777777777778,-62,5,0,-63,-43,-37,41,0,-38,-62,48,0,-17,-23,-24,-16,54,24,-64,0,1,0,0,0,0,1,1,0,0,0,0
136.888888888889,-62,10,0,-63,-45,-40,39,0,-36,-62,45,0,-11,-20,-24,-12,54,23,-63,0,1,0,0,0,0,1,1,0,0,0,0
137,-61,6,0,-62,-47,-37,41,0,-38,-61,47,0,-18,-18,-18,-12,53,20,-62,0,1,0,0,0,0,1,1,0,0,0,0
137.111111111111,-61,3,0,-61,-53,-37,42,0,-35,-60,40,0,-22,-13,-13,-13,53,21,-61,0,1,0,0,0,0,1,1,0,0,0,0
137.222222222222,-60,0,0,-60,-53,-32,43,0,-34,-59,39,0,-23,-12,-7,-17,58,20,-61,0,1,0,0,0,0,1,1,0,0,0,0
137.333333333333,-60,-4,0,-59,-57,-32,45,0,-33,-54,40,0,-18,-15,-12,-15,56,18,-60,0,1,0,0,0,0,1,1,0,0,0,0
137.444444444444,-59,-4,0,-63,-58,-29,48,0,-29,-53,39,0,-19,-13,-9,-20,58,19,-60,0,1,0,0,0,0,1,1,0,0,0,0
137.555555555556,-58,-4,0,-63,-55,-29,44,0,-31,-55,45,0,-22,-16,-6,-20,63,17,-59,0,1,0,0,0,0,1,1,0,0,0,0
137.666666666667,-51,-3,0,-62,-56,-26,46,0,-36,-58,46,0,-22,-17,-4,-18,63,17,-59,0,1,0,0,0,0,1,1,0,0,0,0
137.777777777778,-53,-3,0,-61,-57,-28,49,0,-37,-57,43,0,-21,-15,-4,-20,62,15,-64,0,1,0,0,0,0,1,1,0,0,0,0
137.888888888889,-51,-1,0,-60,-57,-21,50,0,-35,-55,44,0,-23,-13,-4,-25,61,10,-63,0,1,0,0,0,0,1,1,0,0,0,0
138,-52,1,0,-60,-64,-24,47,0,-33,-53,44,0,-26,-15,-5,-30,60,9,-62,0,1,0,0,0,0,1,1,0,0,0,0
138.111111111111,-54,3,0,-59,-63,-24,44,0,-27,-52,44,0,-28,-18,-3,-37,59,11,-61,0,1,0,0,0,0,1,1,0,0,0,0
138.222222222222,-62,5,0,-60,-62,-22,47,0,-28,-52,44,0,-26,-13,-1,-41,57,8,-60,0,1,0,0,0,0,1,1,0,0,0,0
138.333333333333,-61,5,0,-60,-62,-17,47,0,-26,-50,47,0,-29,-15,-3,-31,54,5,-59,0,1,0,0,0,0,1,1,0,0,0,0
138.444444444444,-60,6,0,-60,-61,-20,47,0,-23,-49,48,0,-29,-17,-5,-30,54,1,-55,0,1,0,0,0,0,1,1,0,0,0,0
138.555555555556,-60,4,0,-59,-60,-19,46,0,-23,-50,43,0,-32,-18,-6,-29,58,2,-55,0,1,0,0,0,0,1,1,0,0,0,0
138.666666666667,-59,10,0,-63,-60,-22,43,0,-26,-43,42,0,-30,-20,-6,-25,63,3,-59,0,1,0,0,0,0,1,1,0,0,0,0
138.777777777778,-59,5,0,-62,-59,-24,42,0,-18,-40,43,0,-27,-16,-2,-29,63,6,-60,0,1,0,0,0,0,1,1,0,0,0,0
138.888888888889,-59,0,0,-62,-56,-29,42,0,-16,-41,42,0,-27,-20,-1,-32,62,9,-59,0,1,0,0,0,0,1,1,0,0,0,0
139,-62,3,0,-62,-54,-30,41,0,-16,-41,40,0,-26,-18,1,-34,61,6,-58,0,1,0,0,0,0,1,1,0,0,0,0
139.111111111111,-62,4,0,-61,-53,-32,44,0,-17,-46,42,0,-27,-20,2,-37,61,4,-59,0,1,0,0,0,0,1,1,0,0,0,0
139.222222222222,-61,7,0,-60,-51,-33,35,0,-17,-43,44,0,-23,-23,9,-36,61,1,-57,0,1,0,0,0,0,1,1,0,0,0,0
139.333333333333,-61,6,0,-59,-47,-29,38,0,-17,-41,47,0,-21,-25,11,-34,60,-2,-54,0,1,0,0,0,0,1,1,0,0,0,0
139.444444444444,-61,0,0,-56,-45,-29,40,0,-16,-38,46,0,-21,-22,12,-31,59,-6,-62,0,1,0,0,0,0,1,1,0,0,0,0
